question_id,permutation_idx,model,predicted_answer,correct_position,original_correct,is_correct,raw_response,question,option_A,option_B,option_C,option_D
2016_q9,3,mistral-small3.2:24b,B,B,A,1,B,Which of the following are characteristics of the Information Age? (1) Information is widely distributed via the Internet. (2) Information can be quickly accessed by the public. (3) All company information on the Internet is correct.,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only,(2) and (3) only
2016_q10,0,mistral-small3.2:24b,D,D,D,1,D,"When editing numerical data in a spreadsheet, which of the following statements is correct?",Only relevant numerical data will be updated automatically.,Only relevant charts with the numerical data will be updated automatically.,Only relevant data in a single worksheet will be updated automatically.,Relevant data in multiple worksheets will be updated automatically.
2016_q10,1,mistral-small3.2:24b,C,C,D,1,C,"When editing numerical data in a spreadsheet, which of the following statements is correct?",Only relevant charts with the numerical data will be updated automatically.,Only relevant data in a single worksheet will be updated automatically.,Relevant data in multiple worksheets will be updated automatically.,Only relevant numerical data will be updated automatically.
2016_q10,2,mistral-small3.2:24b,B,B,D,1,B,"When editing numerical data in a spreadsheet, which of the following statements is correct?",Only relevant data in a single worksheet will be updated automatically.,Relevant data in multiple worksheets will be updated automatically.,Only relevant numerical data will be updated automatically.,Only relevant charts with the numerical data will be updated automatically.
2016_q10,3,mistral-small3.2:24b,D,A,D,0,D,"When editing numerical data in a spreadsheet, which of the following statements is correct?",Relevant data in multiple worksheets will be updated automatically.,Only relevant numerical data will be updated automatically.,Only relevant charts with the numerical data will be updated automatically.,Only relevant data in a single worksheet will be updated automatically.
2016_q11,0,mistral-small3.2:24b,D,D,D,1,D,Which of the following items can be included in a portable document format (PDF) file? (1) Hyperlinks (2) Photos (3) Formatted text,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)"
2016_q11,1,mistral-small3.2:24b,C,C,D,1,C,Which of the following items can be included in a portable document format (PDF) file? (1) Hyperlinks (2) Photos (3) Formatted text,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only
2016_q11,2,mistral-small3.2:24b,B,B,D,1,B,Which of the following items can be included in a portable document format (PDF) file? (1) Hyperlinks (2) Photos (3) Formatted text,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only
2016_q11,3,mistral-small3.2:24b,A,A,D,1,A,Which of the following items can be included in a portable document format (PDF) file? (1) Hyperlinks (2) Photos (3) Formatted text,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only,(2) and (3) only
2016_q14,0,mistral-small3.2:24b,A,A,A,1,A,Mary uses presentation software to create a self-running slide show with verbal commentary. She uploads the slide show to her web site so that the public can view it. Which of the following must Mary do when creating the slide show?,Set the timing of each slide.,Create hyperlinks in the slides.,Create animation effects in the slides.,Insert background music in the slides.
2016_q14,1,mistral-small3.2:24b,D,D,A,1,D,Mary uses presentation software to create a self-running slide show with verbal commentary. She uploads the slide show to her web site so that the public can view it. Which of the following must Mary do when creating the slide show?,Create hyperlinks in the slides.,Create animation effects in the slides.,Insert background music in the slides.,Set the timing of each slide.
2016_q14,2,mistral-small3.2:24b,C,C,A,1,C,Mary uses presentation software to create a self-running slide show with verbal commentary. She uploads the slide show to her web site so that the public can view it. Which of the following must Mary do when creating the slide show?,Create animation effects in the slides.,Insert background music in the slides.,Set the timing of each slide.,Create hyperlinks in the slides.
2016_q14,3,mistral-small3.2:24b,B,B,A,1,B,Mary uses presentation software to create a self-running slide show with verbal commentary. She uploads the slide show to her web site so that the public can view it. Which of the following must Mary do when creating the slide show?,Insert background music in the slides.,Set the timing of each slide.,Create hyperlinks in the slides.,Create animation effects in the slides.
2016_q15,0,mistral-small3.2:24b,B,B,B,1,B,"Mary uses presentation software to create a self-running slide show with verbal commentary. She uploads the slide show to her web site so that the public can view it. When Mary chooses the file format for the slide show, which of the following is important?",Encryption support,Cross-platform,Object Linking and Embedding (OLE),SQL support
2016_q15,1,mistral-small3.2:24b,A,A,B,1,A,"Mary uses presentation software to create a self-running slide show with verbal commentary. She uploads the slide show to her web site so that the public can view it. When Mary chooses the file format for the slide show, which of the following is important?",Cross-platform,Object Linking and Embedding (OLE),SQL support,Encryption support
2016_q15,2,mistral-small3.2:24b,D,D,B,1,D,"Mary uses presentation software to create a self-running slide show with verbal commentary. She uploads the slide show to her web site so that the public can view it. When Mary chooses the file format for the slide show, which of the following is important?",Object Linking and Embedding (OLE),SQL support,Encryption support,Cross-platform
2016_q15,3,mistral-small3.2:24b,C,C,B,1,C,"Mary uses presentation software to create a self-running slide show with verbal commentary. She uploads the slide show to her web site so that the public can view it. When Mary chooses the file format for the slide show, which of the following is important?",SQL support,Encryption support,Cross-platform,Object Linking and Embedding (OLE)
2016_q16,0,mistral-small3.2:24b,C,B,B,0,C,Which of the following is/are the advantage(s) of using Unicode over Big-5 code? (1) Unicode is cross-platform. (2) Unicode has a bigger character set. (3) New characters can be defined in Unicode.,(1) only,(2) only,(1) and (3) only,(2) and (3) only
2016_q16,1,mistral-small3.2:24b,B,A,B,0,B,Which of the following is/are the advantage(s) of using Unicode over Big-5 code? (1) Unicode is cross-platform. (2) Unicode has a bigger character set. (3) New characters can be defined in Unicode.,(2) only,(1) and (3) only,(2) and (3) only,(1) only
2016_q16,2,mistral-small3.2:24b,A,D,B,0,A,Which of the following is/are the advantage(s) of using Unicode over Big-5 code? (1) Unicode is cross-platform. (2) Unicode has a bigger character set. (3) New characters can be defined in Unicode.,(1) and (3) only,(2) and (3) only,(1) only,(2) only
2016_q16,3,mistral-small3.2:24b,D,C,B,0,D. (1) and (3) only,Which of the following is/are the advantage(s) of using Unicode over Big-5 code? (1) Unicode is cross-platform. (2) Unicode has a bigger character set. (3) New characters can be defined in Unicode.,(2) and (3) only,(1) only,(2) only,(1) and (3) only
2016_q17,0,mistral-small3.2:24b,C,A,A,0,C,A booking system consists of several booking counters in different locations in a city. Customers can buy tickets for theatres through one of the booking counters. Which of the following best describes the booking system?,Real-time system,Batch processing system,Distributed processing system,Parallel processing system
2016_q17,1,mistral-small3.2:24b,B,D,A,0,B,A booking system consists of several booking counters in different locations in a city. Customers can buy tickets for theatres through one of the booking counters. Which of the following best describes the booking system?,Batch processing system,Distributed processing system,Parallel processing system,Real-time system
2016_q17,2,mistral-small3.2:24b,A,C,A,0,A,A booking system consists of several booking counters in different locations in a city. Customers can buy tickets for theatres through one of the booking counters. Which of the following best describes the booking system?,Distributed processing system,Parallel processing system,Real-time system,Batch processing system
2016_q17,3,mistral-small3.2:24b,D,B,A,0,D,A booking system consists of several booking counters in different locations in a city. Customers can buy tickets for theatres through one of the booking counters. Which of the following best describes the booking system?,Parallel processing system,Real-time system,Batch processing system,Distributed processing system
2016_q18,0,mistral-small3.2:24b,C,C,C,1,C. (1) and (3) only,"Peter finds that when editing video files, the performance of his home computer is better than that of his office computer. Which of the following is/are the possible cause(s) for this? (1) The read/write access speed of a hard disk (2) The storage size of ROM (3) CPU's clock rate",(1) only,(2) only,(1) and (3) only,(2) and (3) only
2016_q18,1,mistral-small3.2:24b,B,B,C,1,B. (1) and (3) only,"Peter finds that when editing video files, the performance of his home computer is better than that of his office computer. Which of the following is/are the possible cause(s) for this? (1) The read/write access speed of a hard disk (2) The storage size of ROM (3) CPU's clock rate",(2) only,(1) and (3) only,(2) and (3) only,(1) only
2016_q18,2,mistral-small3.2:24b,A,A,C,1,A. (1) and (3) only,"Peter finds that when editing video files, the performance of his home computer is better than that of his office computer. Which of the following is/are the possible cause(s) for this? (1) The read/write access speed of a hard disk (2) The storage size of ROM (3) CPU's clock rate",(1) and (3) only,(2) and (3) only,(1) only,(2) only
2016_q18,3,mistral-small3.2:24b,D,D,C,1,D. (1) and (3) only,"Peter finds that when editing video files, the performance of his home computer is better than that of his office computer. Which of the following is/are the possible cause(s) for this? (1) The read/write access speed of a hard disk (2) The storage size of ROM (3) CPU's clock rate",(2) and (3) only,(1) only,(2) only,(1) and (3) only
2016_q19,0,mistral-small3.2:24b,A,D,D,0,A. (1) and (2) only,Which of the following functions will an operating system usually provide? (1) Control of processes (2) Allocation of memory (3) Record of network traffic,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)"
2016_q19,1,mistral-small3.2:24b,D,C,D,0,D,Which of the following functions will an operating system usually provide? (1) Control of processes (2) Allocation of memory (3) Record of network traffic,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only
2016_q19,2,mistral-small3.2:24b,C,B,D,0,C,Which of the following functions will an operating system usually provide? (1) Control of processes (2) Allocation of memory (3) Record of network traffic,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only
2016_q19,3,mistral-small3.2:24b,B,A,D,0,B,Which of the following functions will an operating system usually provide? (1) Control of processes (2) Allocation of memory (3) Record of network traffic,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only,(2) and (3) only
2016_q20,0,mistral-small3.2:24b,B,B,B,1,B,The clock rate of a CPU is 2 GHz. Which of the following statements is correct?,The CPU executes 2 × 10⁹ instructions in a second.,The CPU performs 2 × 10⁹ clock cycles in a second.,The cache memory of the CPU transfers 2 × 10⁹ instructions in a second.,The ALU of the CPU takes 2 × 10⁹ clock cycles for an instruction.
2016_q20,1,mistral-small3.2:24b,A,A,B,1,A,The clock rate of a CPU is 2 GHz. Which of the following statements is correct?,The CPU performs 2 × 10⁹ clock cycles in a second.,The cache memory of the CPU transfers 2 × 10⁹ instructions in a second.,The ALU of the CPU takes 2 × 10⁹ clock cycles for an instruction.,The CPU executes 2 × 10⁹ instructions in a second.
2016_q20,2,mistral-small3.2:24b,D,D,B,1,D,The clock rate of a CPU is 2 GHz. Which of the following statements is correct?,The cache memory of the CPU transfers 2 × 10⁹ instructions in a second.,The ALU of the CPU takes 2 × 10⁹ clock cycles for an instruction.,The CPU executes 2 × 10⁹ instructions in a second.,The CPU performs 2 × 10⁹ clock cycles in a second.
2016_q20,3,mistral-small3.2:24b,C,C,B,1,C,The clock rate of a CPU is 2 GHz. Which of the following statements is correct?,The ALU of the CPU takes 2 × 10⁹ clock cycles for an instruction.,The CPU executes 2 × 10⁹ instructions in a second.,The CPU performs 2 × 10⁹ clock cycles in a second.,The cache memory of the CPU transfers 2 × 10⁹ instructions in a second.
2016_q21,0,mistral-small3.2:24b,C,C,C,1,C,Peter upgrades a server by replacing the hard disk with a solid-state disk (SSD). Which of the following properties of SSD benefit(s) the upgrade? (1) Higher data transfer rate (2) Lower power consumption (3) Smaller storage capacity,(2) only,(3) only,(1) and (2) only,(1) and (3) only
2016_q21,1,mistral-small3.2:24b,B,B,C,1,B,Peter upgrades a server by replacing the hard disk with a solid-state disk (SSD). Which of the following properties of SSD benefit(s) the upgrade? (1) Higher data transfer rate (2) Lower power consumption (3) Smaller storage capacity,(3) only,(1) and (2) only,(1) and (3) only,(2) only
2016_q21,2,mistral-small3.2:24b,A,A,C,1,A,Peter upgrades a server by replacing the hard disk with a solid-state disk (SSD). Which of the following properties of SSD benefit(s) the upgrade? (1) Higher data transfer rate (2) Lower power consumption (3) Smaller storage capacity,(1) and (2) only,(1) and (3) only,(2) only,(3) only
2016_q21,3,mistral-small3.2:24b,D,D,C,1,D,Peter upgrades a server by replacing the hard disk with a solid-state disk (SSD). Which of the following properties of SSD benefit(s) the upgrade? (1) Higher data transfer rate (2) Lower power consumption (3) Smaller storage capacity,(1) and (3) only,(2) only,(3) only,(1) and (2) only
2016_q22,0,mistral-small3.2:24b,B,B,B,1,B,"When a personal computer is turned on, it loads data from the ROM and checks that all major components are functioning properly. ROM cannot be replaced by RAM in this process because",the storage size of RAM is smaller.,RAM is volatile.,the data transfer rate of RAM is lower.,RAM is random access.
2016_q22,1,mistral-small3.2:24b,A,A,B,1,A,"When a personal computer is turned on, it loads data from the ROM and checks that all major components are functioning properly. ROM cannot be replaced by RAM in this process because",RAM is volatile.,the data transfer rate of RAM is lower.,RAM is random access.,the storage size of RAM is smaller.
2016_q22,2,mistral-small3.2:24b,D,D,B,1,D,"When a personal computer is turned on, it loads data from the ROM and checks that all major components are functioning properly. ROM cannot be replaced by RAM in this process because",the data transfer rate of RAM is lower.,RAM is random access.,the storage size of RAM is smaller.,RAM is volatile.
2016_q22,3,mistral-small3.2:24b,C,C,B,1,C,"When a personal computer is turned on, it loads data from the ROM and checks that all major components are functioning properly. ROM cannot be replaced by RAM in this process because",RAM is random access.,the storage size of RAM is smaller.,RAM is volatile.,the data transfer rate of RAM is lower.
2016_q23,0,mistral-small3.2:24b,A,A,A,1,A,The Internet of Things (IoT) refers to the networks formed by devices which can collect and exchange data. The networks are usually connected to the Internet. Which of the following items should the devices usually have?,an IP address,a CPU with a high processing power,a DNS,a large storage capacity
2016_q23,1,mistral-small3.2:24b,D,D,A,1,D,The Internet of Things (IoT) refers to the networks formed by devices which can collect and exchange data. The networks are usually connected to the Internet. Which of the following items should the devices usually have?,a CPU with a high processing power,a DNS,a large storage capacity,an IP address
2016_q23,2,mistral-small3.2:24b,C,C,A,1,C,The Internet of Things (IoT) refers to the networks formed by devices which can collect and exchange data. The networks are usually connected to the Internet. Which of the following items should the devices usually have?,a DNS,a large storage capacity,an IP address,a CPU with a high processing power
2016_q23,3,mistral-small3.2:24b,B,B,A,1,B,The Internet of Things (IoT) refers to the networks formed by devices which can collect and exchange data. The networks are usually connected to the Internet. Which of the following items should the devices usually have?,a large storage capacity,an IP address,a CPU with a high processing power,a DNS
2016_q24,0,mistral-small3.2:24b,C,C,C,1,C,Peter watches a webcasting video at home using streaming technology and finds that the video does not play smoothly. Which of the following are the possible causes? (1) Duration of the video (2) Method of Internet access (3) Bandwidth of the Internet connection,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)"
2016_q24,1,mistral-small3.2:24b,B,B,C,1,B. (2) and (3) only,Peter watches a webcasting video at home using streaming technology and finds that the video does not play smoothly. Which of the following are the possible causes? (1) Duration of the video (2) Method of Internet access (3) Bandwidth of the Internet connection,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only
2016_q24,2,mistral-small3.2:24b,A,A,C,1,A. (2) and (3) only,Peter watches a webcasting video at home using streaming technology and finds that the video does not play smoothly. Which of the following are the possible causes? (1) Duration of the video (2) Method of Internet access (3) Bandwidth of the Internet connection,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only
2016_q24,3,mistral-small3.2:24b,D,D,C,1,D. (2) and (3) only,Peter watches a webcasting video at home using streaming technology and finds that the video does not play smoothly. Which of the following are the possible causes? (1) Duration of the video (2) Method of Internet access (3) Bandwidth of the Internet connection,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only,(2) and (3) only
2016_q25,0,mistral-small3.2:24b,B,A,A,0,B,The Hong Kong Special Administrative Region Government has set up GovWiFi to provide free wireless Internet access and citizens can opt to use the unencrypted connection or the encrypted connection. Which of the following statements is correct?,Citizens can only enjoy Internet access at designated spots.,Citizens cannot access online banking web sites through the unencrypted connection.,Citizens' devices can be protected from computer viruses through the encrypted connection.,Citizens will have priority to book the Government leisure facilities through GovWiFi.
2016_q25,1,mistral-small3.2:24b,A,D,A,0,A,The Hong Kong Special Administrative Region Government has set up GovWiFi to provide free wireless Internet access and citizens can opt to use the unencrypted connection or the encrypted connection. Which of the following statements is correct?,Citizens cannot access online banking web sites through the unencrypted connection.,Citizens' devices can be protected from computer viruses through the encrypted connection.,Citizens will have priority to book the Government leisure facilities through GovWiFi.,Citizens can only enjoy Internet access at designated spots.
2016_q25,2,mistral-small3.2:24b,D,C,A,0,D,The Hong Kong Special Administrative Region Government has set up GovWiFi to provide free wireless Internet access and citizens can opt to use the unencrypted connection or the encrypted connection. Which of the following statements is correct?,Citizens' devices can be protected from computer viruses through the encrypted connection.,Citizens will have priority to book the Government leisure facilities through GovWiFi.,Citizens can only enjoy Internet access at designated spots.,Citizens cannot access online banking web sites through the unencrypted connection.
2016_q25,3,mistral-small3.2:24b,D,B,A,0,D,The Hong Kong Special Administrative Region Government has set up GovWiFi to provide free wireless Internet access and citizens can opt to use the unencrypted connection or the encrypted connection. Which of the following statements is correct?,Citizens will have priority to book the Government leisure facilities through GovWiFi.,Citizens can only enjoy Internet access at designated spots.,Citizens cannot access online banking web sites through the unencrypted connection.,Citizens' devices can be protected from computer viruses through the encrypted connection.
2016_q26,0,mistral-small3.2:24b,B,B,B,1,B,Mr Li considers some communication links for building a network in a company and compares their effective data transfer rates. Which of the following comparisons is correct?,Cat 6 (twisted pair) < Satellite < Fibre optics,Satellite < Cat 6 (twisted pair) < Fibre optics,Cat 6 (twisted pair) < Fibre optics < Satellite,Satellite < Fibre optics < Cat 6 (twisted pair)
2016_q26,1,mistral-small3.2:24b,A,A,B,1,A,Mr Li considers some communication links for building a network in a company and compares their effective data transfer rates. Which of the following comparisons is correct?,Satellite < Cat 6 (twisted pair) < Fibre optics,Cat 6 (twisted pair) < Fibre optics < Satellite,Satellite < Fibre optics < Cat 6 (twisted pair),Cat 6 (twisted pair) < Satellite < Fibre optics
2016_q26,2,mistral-small3.2:24b,C,D,B,0,C,Mr Li considers some communication links for building a network in a company and compares their effective data transfer rates. Which of the following comparisons is correct?,Cat 6 (twisted pair) < Fibre optics < Satellite,Satellite < Fibre optics < Cat 6 (twisted pair),Cat 6 (twisted pair) < Satellite < Fibre optics,Satellite < Cat 6 (twisted pair) < Fibre optics
2016_q26,3,mistral-small3.2:24b,C,C,B,1,C,Mr Li considers some communication links for building a network in a company and compares their effective data transfer rates. Which of the following comparisons is correct?,Satellite < Fibre optics < Cat 6 (twisted pair),Cat 6 (twisted pair) < Satellite < Fibre optics,Satellite < Cat 6 (twisted pair) < Fibre optics,Cat 6 (twisted pair) < Fibre optics < Satellite
2016_q27,0,mistral-small3.2:24b,D,D,D,1,D,Peter plans to upload the background music of his school web site but the web site has limited storage space. Which of the following file formats is appropriate?,WAV,AVI,MPEG2,MP3
2016_q27,1,mistral-small3.2:24b,C,C,D,1,C,Peter plans to upload the background music of his school web site but the web site has limited storage space. Which of the following file formats is appropriate?,AVI,MPEG2,MP3,WAV
2016_q27,2,mistral-small3.2:24b,B,B,D,1,B,Peter plans to upload the background music of his school web site but the web site has limited storage space. Which of the following file formats is appropriate?,MPEG2,MP3,WAV,AVI
2016_q27,3,mistral-small3.2:24b,A,A,D,1,A,Peter plans to upload the background music of his school web site but the web site has limited storage space. Which of the following file formats is appropriate?,MP3,WAV,AVI,MPEG2
2016_q28,0,mistral-small3.2:24b,B,B,B,1,B,"When placing a table in a web page, which of the following is not a table setting?",Number of cells,Formulas in cells,Colour of cells,Width of the table
2016_q28,1,mistral-small3.2:24b,A,A,B,1,A,"When placing a table in a web page, which of the following is not a table setting?",Formulas in cells,Colour of cells,Width of the table,Number of cells
2016_q28,2,mistral-small3.2:24b,D,D,B,1,D,"When placing a table in a web page, which of the following is not a table setting?",Colour of cells,Width of the table,Number of cells,Formulas in cells
2016_q28,3,mistral-small3.2:24b,C,C,B,1,C,"When placing a table in a web page, which of the following is not a table setting?",Width of the table,Number of cells,Formulas in cells,Colour of cells
2016_q34,0,mistral-small3.2:24b,C,C,C,1,C,A bank has a secure room which only a few staff members can enter. Which of the following security measures is the most secure one for controlling access?,password,smart card,fingerprint,key
2016_q34,1,mistral-small3.2:24b,B,B,C,1,B,A bank has a secure room which only a few staff members can enter. Which of the following security measures is the most secure one for controlling access?,smart card,fingerprint,key,password
2016_q34,2,mistral-small3.2:24b,A,A,C,1,A,A bank has a secure room which only a few staff members can enter. Which of the following security measures is the most secure one for controlling access?,fingerprint,key,password,smart card
2016_q34,3,mistral-small3.2:24b,D,D,C,1,D,A bank has a secure room which only a few staff members can enter. Which of the following security measures is the most secure one for controlling access?,key,password,smart card,fingerprint
2016_q36,0,mistral-small3.2:24b,B,B,B,1,B,Cathy receives an anonymous email about changing the password of her online banking account. She clicks the hyperlink in the email and a malicious web site is displayed. Which of the following actions can help Cathy ensure that she is browsing a trusted web site?,Ensure that the domain name does not contain '.ru'.,Verify the digital certificates of the web site.,Follow hyperlinks in emails sent by friends instead of anonymously.,Enable a firewall before browsing the Internet.
2016_q36,1,mistral-small3.2:24b,A,A,B,1,A,Cathy receives an anonymous email about changing the password of her online banking account. She clicks the hyperlink in the email and a malicious web site is displayed. Which of the following actions can help Cathy ensure that she is browsing a trusted web site?,Verify the digital certificates of the web site.,Follow hyperlinks in emails sent by friends instead of anonymously.,Enable a firewall before browsing the Internet.,Ensure that the domain name does not contain '.ru'.
2016_q36,2,mistral-small3.2:24b,D,D,B,1,D,Cathy receives an anonymous email about changing the password of her online banking account. She clicks the hyperlink in the email and a malicious web site is displayed. Which of the following actions can help Cathy ensure that she is browsing a trusted web site?,Follow hyperlinks in emails sent by friends instead of anonymously.,Enable a firewall before browsing the Internet.,Ensure that the domain name does not contain '.ru'.,Verify the digital certificates of the web site.
2016_q36,3,mistral-small3.2:24b,C,C,B,1,C,Cathy receives an anonymous email about changing the password of her online banking account. She clicks the hyperlink in the email and a malicious web site is displayed. Which of the following actions can help Cathy ensure that she is browsing a trusted web site?,Enable a firewall before browsing the Internet.,Ensure that the domain name does not contain '.ru'.,Verify the digital certificates of the web site.,Follow hyperlinks in emails sent by friends instead of anonymously.
2016_q37,0,mistral-small3.2:24b,D,D,D,1,D,"What is the aim of the following policy? ""The Government helps families in need acquire computers and Internet access, and delivers personal support and training to them so children and parents can tap the online world's potential.""",Promoting the freedom of information on the Internet,Supporting e-government services,Promoting the change in the nature of work,Bridging the digital divide
2016_q37,1,mistral-small3.2:24b,C,C,D,1,C,"What is the aim of the following policy? ""The Government helps families in need acquire computers and Internet access, and delivers personal support and training to them so children and parents can tap the online world's potential.""",Supporting e-government services,Promoting the change in the nature of work,Bridging the digital divide,Promoting the freedom of information on the Internet
2016_q37,2,mistral-small3.2:24b,B,B,D,1,B,"What is the aim of the following policy? ""The Government helps families in need acquire computers and Internet access, and delivers personal support and training to them so children and parents can tap the online world's potential.""",Promoting the change in the nature of work,Bridging the digital divide,Promoting the freedom of information on the Internet,Supporting e-government services
2016_q37,3,mistral-small3.2:24b,A,A,D,1,A,"What is the aim of the following policy? ""The Government helps families in need acquire computers and Internet access, and delivers personal support and training to them so children and parents can tap the online world's potential.""",Bridging the digital divide,Promoting the freedom of information on the Internet,Supporting e-government services,Promoting the change in the nature of work
2016_q38,0,mistral-small3.2:24b,D,C,C,0,D,Peter is a student and does the following actions. Which of them are illegal? (1) Uses a BT program to share his homework. (2) Uses a BT program to download copyrighted songs for his own use. (3) Buys copyrighted software and makes copies for his best friends only.,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)"
2016_q38,1,mistral-small3.2:24b,C,B,C,0,C,Peter is a student and does the following actions. Which of them are illegal? (1) Uses a BT program to share his homework. (2) Uses a BT program to download copyrighted songs for his own use. (3) Buys copyrighted software and makes copies for his best friends only.,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only
2016_q38,2,mistral-small3.2:24b,B,A,C,0,B,Peter is a student and does the following actions. Which of them are illegal? (1) Uses a BT program to share his homework. (2) Uses a BT program to download copyrighted songs for his own use. (3) Buys copyrighted software and makes copies for his best friends only.,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only
2016_q38,3,mistral-small3.2:24b,D,D,C,1,D,Peter is a student and does the following actions. Which of them are illegal? (1) Uses a BT program to share his homework. (2) Uses a BT program to download copyrighted songs for his own use. (3) Buys copyrighted software and makes copies for his best friends only.,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only,(2) and (3) only
2016_q39,0,mistral-small3.2:24b,A,C,C,0,A,"Mary downloads three types of programs, P, Q and R from the Internet. She can use P for a trial period, changes the source code of Q and only uses some functions in R. Which type(s) of program is/are shareware?",P only,Q only,P and R only,Q and R only
2016_q39,1,mistral-small3.2:24b,D,B,C,0,D,"Mary downloads three types of programs, P, Q and R from the Internet. She can use P for a trial period, changes the source code of Q and only uses some functions in R. Which type(s) of program is/are shareware?",Q only,P and R only,Q and R only,P only
2016_q39,2,mistral-small3.2:24b,C,A,C,0,C. P only,"Mary downloads three types of programs, P, Q and R from the Internet. She can use P for a trial period, changes the source code of Q and only uses some functions in R. Which type(s) of program is/are shareware?",P and R only,Q and R only,P only,Q only
2016_q39,3,mistral-small3.2:24b,B,D,C,0,B. P only,"Mary downloads three types of programs, P, Q and R from the Internet. She can use P for a trial period, changes the source code of Q and only uses some functions in R. Which type(s) of program is/are shareware?",Q and R only,P only,Q only,P and R only
2017_q3,0,mistral-small3.2:24b,A,A,A,1,A,Which of the following are the major benefits of using Object Linking and Embedding (OLE) in office automation software? (1) Data from different applications can be included in a single file. (2) Data from different applications can remain synchronised. (3) Data from different applications can be stored in the same folder.,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)"
2017_q3,1,mistral-small3.2:24b,D,D,A,1,D,Which of the following are the major benefits of using Object Linking and Embedding (OLE) in office automation software? (1) Data from different applications can be included in a single file. (2) Data from different applications can remain synchronised. (3) Data from different applications can be stored in the same folder.,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only
2017_q3,2,mistral-small3.2:24b,C,C,A,1,C,Which of the following are the major benefits of using Object Linking and Embedding (OLE) in office automation software? (1) Data from different applications can be included in a single file. (2) Data from different applications can remain synchronised. (3) Data from different applications can be stored in the same folder.,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only
2017_q3,3,mistral-small3.2:24b,B,B,A,1,B,Which of the following are the major benefits of using Object Linking and Embedding (OLE) in office automation software? (1) Data from different applications can be included in a single file. (2) Data from different applications can remain synchronised. (3) Data from different applications can be stored in the same folder.,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only,(2) and (3) only
2017_q4,0,mistral-small3.2:24b,B,B,B,1,B,Amy plans to upload her photos to cloud storage. What is the benefit of using JPG format instead of BMP format in this case?,Decreases the width and length of the photos.,Decreases the file size of the photos.,Increases the number of pixels in the photos.,Increases the number of colours in the photos.
2017_q4,1,mistral-small3.2:24b,A,A,B,1,A,Amy plans to upload her photos to cloud storage. What is the benefit of using JPG format instead of BMP format in this case?,Decreases the file size of the photos.,Increases the number of pixels in the photos.,Increases the number of colours in the photos.,Decreases the width and length of the photos.
2017_q4,2,mistral-small3.2:24b,D,D,B,1,D,Amy plans to upload her photos to cloud storage. What is the benefit of using JPG format instead of BMP format in this case?,Increases the number of pixels in the photos.,Increases the number of colours in the photos.,Decreases the width and length of the photos.,Decreases the file size of the photos.
2017_q4,3,mistral-small3.2:24b,C,C,B,1,C,Amy plans to upload her photos to cloud storage. What is the benefit of using JPG format instead of BMP format in this case?,Increases the number of colours in the photos.,Decreases the width and length of the photos.,Decreases the file size of the photos.,Increases the number of pixels in the photos.
2017_q5,0,mistral-small3.2:24b,A,A,A,1,A,"When a digital photo is printed on photo paper, the top and bottom parts of the photo paper are unused. What is/are the possible reason(s) for this? (1) The aspect ratios of the digital photo and the photo paper are not the same. (2) The file size of the digital photo is too large. (3) The colour depth of the digital photo is too low.",(1) only,(2) only,(1) and (3) only,(2) and (3) only
2017_q5,1,mistral-small3.2:24b,D,D,A,1,D,"When a digital photo is printed on photo paper, the top and bottom parts of the photo paper are unused. What is/are the possible reason(s) for this? (1) The aspect ratios of the digital photo and the photo paper are not the same. (2) The file size of the digital photo is too large. (3) The colour depth of the digital photo is too low.",(2) only,(1) and (3) only,(2) and (3) only,(1) only
2017_q5,2,mistral-small3.2:24b,C,C,A,1,C,"When a digital photo is printed on photo paper, the top and bottom parts of the photo paper are unused. What is/are the possible reason(s) for this? (1) The aspect ratios of the digital photo and the photo paper are not the same. (2) The file size of the digital photo is too large. (3) The colour depth of the digital photo is too low.",(1) and (3) only,(2) and (3) only,(1) only,(2) only
